name,code
"methylpentynol, combinations",N05CX03
"clomethiazole, combinations",N05CX04
"emepronium, combinations",N05CX05
"dipiperonylaminoethanol, combinations",N05CX06
phenothiazines with aliphatic side-chain,N05AA
chlorpromazine,N05AA01
levomepromazine,N05AA02
promazine,N05AA03
acepromazine,N05AA04
triflupromazine,N05AA05
cyamemazine,N05AA06
chlorproethazine,N05AA07
psychoanaleptics,N06
antidepressants,N06A
selective serotonin reuptake inhibitors,N06AB
zimeldine,N06AB02
fluoxetine,N06AB03
citalopram,N06AB04
paroxetine,N06AB05
sertraline,N06AB06
alaproclate,N06AB07
fluvoxamine,N06AB08
etoperidone,N06AB09
escitalopram,N06AB10
"monoamine oxidase inhibitors, non-selective",N06AF
isocarboxazid,N06AF01
nialamide,N06AF02
phenelzine,N06AF03
tranylcypromine,N06AF04
iproniazide,N06AF05
iproclozide,N06AF06
monoamine oxidase a inhibitors,N06AG
moclobemide,N06AG02
toloxatone,N06AG03
other antidepressants,N06AX
oxitriptan,N06AX01
tryptophan,N06AX02
mianserin,N06AX03
nomifensine,N06AX04
trazodone,N06AX05
nefazodone,N06AX06
minaprine,N06AX07
bifemelane,N06AX08
viloxazine,N06AX09
oxaflozane,N06AX10
mirtazapine,N06AX11
bupropion,N06AX12
medifoxamine,N06AX13
tianeptine,N06AX14
pivagabine,N06AX15
venlafaxine,N06AX16
milnacipran,N06AX17
reboxetine,N06AX18
gepirone,N06AX19
duloxetine,N06AX21
agomelatine,N06AX22
desvenlafaxine,N06AX23
vilazodone,N06AX24
hyperici herba,N06AX25
vortioxetine,N06AX26
esketamine,N06AX27
"psychostimulants, agents used for adhd and nootropics",N06B
centrally acting sympathomimetics,N06BA
amfetamine,N06BA01
dexamfetamine,N06BA02
metamfetamine,N06BA03
methylphenidate,N06BA04
pemoline,N06BA05
fencamfamin,N06BA06
modafinil,N06BA07
fenozolone,N06BA08
atomoxetine,N06BA09
fenetylline,N06BA10
dexmethylphenidate,N06BA11
lisdexamfetamine,N06BA12
armodafinil,N06BA13
solriamfetol,N06BA14
xanthine derivatives,N06BC
caffeine,N06BC01
propentofylline,N06BC02
other psychostimulants and nootropics,N06BX
meclofenoxate,N06BX01
pyritinol,N06BX02
piracetam,N06BX03
deanol,N06BX04
fipexide,N06BX05
citicoline,N06BX06
oxiracetam,N06BX07
pirisudanol,N06BX08
linopirdine,N06BX09
nizofenone,N06BX10
aniracetam,N06BX11
acetylcarnitine,N06BX12
idebenone,N06BX13
prolintane,N06BX14
pipradrol,N06BX15
pramiracetam,N06BX16
adrafinil,N06BX17
vinpocetine,N06BX18
tetramethylglycoluril,N06BX21
phenibut,N06BX22
psycholeptics and psychoanaleptics in combination,N06C
antidepressants in combination with psycholeptics,N06CA
amitriptyline and psycholeptics,N06CA01
melitracen and psycholeptics,N06CA02
fluoxetine and psycholeptics,N06CA03
psychostimulants in combination with psycholeptics,N06CB
anti-dementia drugs,N06D
anticholinesterases,N06DA
tacrine,N06DA01
donepezil,N06DA02
rivastigmine,N06DA03
galantamine,N06DA04
ipidacrine,N06DA05
donepezil and memantine,N06DA52
"donepezil, memantine and ginkgo folium",N06DA53
other anti-dementia drugs,N06DX
memantine,N06DX01
ginkgo folium,N06DX02
combinations,N06DX30
non-selective monoamine reuptake inhibitors,N06AA
desipramine,N06AA01
imipramine,N06AA02
imipramine oxide,N06AA03
clomipramine,N06AA04
opipramol,N06AA05
trimipramine,N06AA06
lofepramine,N06AA07
dibenzepin,N06AA08
amitriptyline,N06AA09
nortriptyline,N06AA10
protriptyline,N06AA11
doxepin,N06AA12
iprindole,N06AA13
melitracen,N06AA14
butriptyline,N06AA15
dosulepin,N06AA16
amoxapine,N06AA17
dimetacrine,N06AA18
amineptine,N06AA19
maprotiline,N06AA21
quinupramine,N06AA23
other nervous system drugs,N07
parasympathomimetics,N07A
choline esters,N07AB
carbachol,N07AB01
bethanechol,N07AB02
other parasympathomimetics,N07AX
pilocarpine,N07AX01
choline alfoscerate,N07AX02
cevimeline,N07AX03
drugs used in addictive disorders,N07B
drugs used in nicotine dependence,N07BA
nicotine,N07BA01
varenicline,N07BA03
cytisine,N07BA04
drugs used in alcohol dependence,N07BB
disulfiram,N07BB01
calcium carbimide,N07BB02
acamprosate,N07BB03
naltrexone,N07BB04
nalmefene,N07BB05
drugs used in opioid dependence,N07BC
buprenorphine,N07BC01
methadone,N07BC02
levacetylmethadol,N07BC03
lofexidine,N07BC04
levomethadone,N07BC05
diamorphine,N07BC06
"buprenorphine, combinations",N07BC51
antivertigo preparations,N07C
antivertigo preparations,N07CA
betahistine,N07CA01
cinnarizine,N07CA02
flunarizine,N07CA03
acetylleucine,N07CA04
"cinnarizine, combinations",N07CA52
other nervous system drugs,N07X
gangliosides and ganglioside derivatives,N07XA
other nervous system drugs,N07XX
tirilazad,N07XX01
riluzole,N07XX02
xaliproden,N07XX03
sodium oxybate,N07XX04
amifampridine,N07XX05
tetrabenazine,N07XX06
fampridine,N07XX07
tafamidis,N07XX08
laquinimod,N07XX10
pitolisant,N07XX11
patisiran,N07XX12
valbenazine,N07XX13
edaravone,N07XX14
inotersen,N07XX15
"dextromethorphan, combinations",N07XX59
anticholinesterases,N07AA
neostigmine,N07AA01
pyridostigmine,N07AA02
distigmine,N07AA03
ambenonium,N07AA30
"neostigmine, combinations",N07AA51
"antiparasitic products, insecticides and repellents",P
antiprotozoals,P01
agents against amoebiasis and other protozoal diseases,P01A
nitroimidazole derivatives,P01AB
metronidazole,P01AB01
tinidazole,P01AB02
ornidazole,P01AB03
azanidazole,P01AB04
propenidazole,P01AB05
nimorazole,P01AB06
secnidazole,P01AB07
"metronidazole, combinations",P01AB51
dichloroacetamide derivatives,P01AC
diloxanide,P01AC01
clefamide,P01AC02
etofamide,P01AC03
teclozan,P01AC04
arsenic compounds,P01AR
arsthinol,P01AR01
difetarsone,P01AR02
glycobiarsol,P01AR03
"glycobiarsol, combinations",P01AR53
other agents against amoebiasis and other protozoal diseases,P01AX
chiniofon,P01AX01
emetine,P01AX02
phanquinone,P01AX04
mepacrine,P01AX05
atovaquone,P01AX06
trimetrexate,P01AX07
tenonitrozole,P01AX08
dehydroemetine,P01AX09
fumagillin,P01AX10
nitazoxanide,P01AX11
"emetine, combinations",P01AX52
antimalarials,P01B
aminoquinolines,P01BA
chloroquine,P01BA01
hydroxychloroquine,P01BA02
primaquine,P01BA03
amodiaquine,P01BA06
tafenoquine,P01BA07
biguanides,P01BB
proguanil,P01BB01
cycloguanil embonate,P01BB02
"proguanil, combinations",P01BB51
methanolquinolines,P01BC
quinine,P01BC01
mefloquine,P01BC02
diaminopyrimidines,P01BD
pyrimethamine,P01BD01
"pyrimethamine, combinations",P01BD51
"artemisinin and derivatives, plain",P01BE
artemisinin,P01BE01
artemether,P01BE02
artesunate,P01BE03
artemotil,P01BE04
artenimol,P01BE05
"artemisinin and derivatives, combinations",P01BF
artemether and lumefantrine,P01BF01
artesunate and mefloquine,P01BF02
artesunate and amodiaquine,P01BF03
"artesunate, sulfalene and pyrimethamine",P01BF04
artenimol and piperaquine,P01BF05
artesunate and pyronaridine,P01BF06
other antimalarials,P01BX
halofantrine,P01BX01
arterolane and piperaquine,P01BX02
agents against leishmaniasis and trypanosomiasis,P01C
nitroimidazole derivatives,P01CA
benznidazole,P01CA02
fexinidazole,P01CA03
antimony compounds,P01CB
meglumine antimonate,P01CB01
sodium stibogluconate,P01CB02
nitrofuran derivatives,P01CC
nifurtimox,P01CC01
nitrofural,P01CC02
arsenic compounds,P01CD
melarsoprol,P01CD01
acetarsol,P01CD02
other agents against leishmaniasis and trypanosomiasis,P01CX
pentamidine isethionate,P01CX01
suramin sodium,P01CX02
eflornithine,P01CX03
miltefosine,P01CX04
hydroxyquinoline derivatives,P01AA
broxyquinoline,P01AA01
clioquinol,P01AA02
chlorquinaldol,P01AA04
tilbroquinol,P01AA05
"clioquinol, combinations",P01AA52
anthelmintics,P02
antitrematodals,P02B
quinoline derivatives and related substances,P02BA
praziquantel,P02BA01
oxamniquine,P02BA02
organophosphorous compounds,P02BB
metrifonate,P02BB01
other antitrematodal agents,P02BX
bithionol,P02BX01
niridazole,P02BX02
stibophen,P02BX03
triclabendazole,P02BX04
antinematodal agents,P02C
benzimidazole derivatives,P02CA
mebendazole,P02CA01
tiabendazole,P02CA02
albendazole,P02CA03
ciclobendazole,P02CA04
flubendazole,P02CA05
fenbendazole,P02CA06
"mebendazole, combinations",P02CA51
piperazine and derivatives,P02CB
piperazine,P02CB01
diethylcarbamazine,P02CB02
tetrahydropyrimidine derivatives,P02CC
pyrantel,P02CC01
oxantel,P02CC02
imidazothiazole derivatives,P02CE
levamisole,P02CE01
avermectines,P02CF
ivermectin,P02CF01
other antinematodals,P02CX
pyrvinium,P02CX01
bephenium,P02CX02
moxidectin,P02CX03
anticestodals,P02D
salicylic acid derivatives,P02DA
niclosamide,P02DA01
other anticestodals,P02DX
desaspidin,P02DX01
dichlorophen,P02DX02
"ectoparasiticides, incl. scabicides, insecticides and repellents",P03
"ectoparasiticides, incl. scabicides",P03A
chlorine containing products,P03AB
clofenotane,P03AB01
lindane,P03AB02
"clofenotane, combinations",P03AB51
"pyrethrines, incl. synthetic compounds",P03AC
pyrethrum,P03AC01
bioallethrin,P03AC02
phenothrin,P03AC03
permethrin,P03AC04
"pyrethrum, combinations",P03AC51
"bioallethrin, combinations",P03AC52
"phenothrin, combinations",P03AC53
"permethrin, combinations",P03AC54
"other ectoparasiticides, incl. scabicides",P03AX
benzyl benzoate,P03AX01
copper oleinate,P03AX02
malathion,P03AX03
quassia,P03AX04
dimeticone,P03AX05
benzyl alcohol,P03AX06
insecticides and repellents,P03B
pyrethrines,P03BA
cyfluthrin,P03BA01
cypermethrin,P03BA02
decamethrin,P03BA03
tetramethrin,P03BA04
other insecticides and repellents,P03BX
diethyltoluamide,P03BX01
dimethylphthalate,P03BX02
dibutylphthalate,P03BX03
dibutylsuccinate,P03BX04
dimethylcarbate,P03BX05
etohexadiol,P03BX06
sulfur containing products,P03AA
dixanthogen,P03AA01
potassium polysulfide,P03AA02
mesulfen,P03AA03
disulfiram,P03AA04
thiram,P03AA05
"disulfiram, combinations",P03AA54
respiratory system,R
nasal preparations,R01
decongestants and other nasal preparations for topical use,R01A
"sympathomimetics, combinations excl. corticosteroids",R01AB
phenylephrine,R01AB01
naphazoline,R01AB02
tetryzoline,R01AB03
ephedrine,R01AB05
xylometazoline,R01AB06
oxymetazoline,R01AB07
tuaminoheptane,R01AB08
"antiallergic agents, excl. corticosteroids",R01AC
cromoglicic acid,R01AC01
levocabastine,R01AC02
azelastine,R01AC03
antazoline,R01AC04
spaglumic acid,R01AC05
thonzylamine,R01AC06
nedocromil,R01AC07
olopatadine,R01AC08
"cromoglicic acid, combinations",R01AC51
corticosteroids,R01AD
beclometasone,R01AD01
prednisolone,R01AD02
dexamethasone,R01AD03
flunisolide,R01AD04
budesonide,R01AD05
betamethasone,R01AD06
tixocortol,R01AD07
fluticasone,R01AD08
mometasone,R01AD09
triamcinolone,R01AD11
fluticasone furoate,R01AD12
ciclesonide,R01AD13
"prednisolone, combinations",R01AD52
"dexamethasone, combinations",R01AD53
"tixocortol, combinations",R01AD57
"fluticasone, combinations",R01AD58
"mometasone, combinations",R01AD59
"hydrocortisone, combinations",R01AD60
other nasal preparations,R01AX
calcium hexamine thiocyanate,R01AX01
retinol,R01AX02
ipratropium bromide,R01AX03
ritiometan,R01AX05
mupirocin,R01AX06
hexamidine,R01AX07
framycetin,R01AX08
hyaluronic acid,R01AX09
various,R01AX10
combinations,R01AX30
nasal decongestants for systemic use,R01B
sympathomimetics,R01BA
phenylpropanolamine,R01BA01
pseudoephedrine,R01BA02
phenylephrine,R01BA03
"phenylpropanolamine, combinations",R01BA51
"pseudoephedrine, combinations",R01BA52
"phenylephrine, combinations",R01BA53
"sympathomimetics, plain",R01AA
cyclopentamine,R01AA02
ephedrine,R01AA03
phenylephrine,R01AA04
oxymetazoline,R01AA05
tetryzoline,R01AA06
xylometazoline,R01AA07
naphazoline,R01AA08
tramazoline,R01AA09
metizoline,R01AA10
tuaminoheptane,R01AA11
fenoxazoline,R01AA12
tymazoline,R01AA13
epinephrine,R01AA14
indanazoline,R01AA15
throat preparations,R02
throat preparations,R02A
antibiotics,R02AB
neomycin,R02AB01
tyrothricin,R02AB02
fusafungine,R02AB03
bacitracin,R02AB04
gramicidin,R02AB30
"anesthetics, local",R02AD
benzocaine,R02AD01
lidocaine,R02AD02
cocaine,R02AD03
dyclonine,R02AD04
other throat preparations,R02AX
flurbiprofen,R02AX01
ibuprofen,R02AX02
benzydamine,R02AX03
antiseptics,R02AA
ambazone,R02AA01
dequalinium,R02AA02
dichlorobenzyl alcohol,R02AA03
chlorhexidine,R02AA05
cetylpyridinium,R02AA06
benzethonium,R02AA09
myristyl-benzalkonium,R02AA10
chlorquinaldol,R02AA11
hexylresorcinol,R02AA12
acriflavinium chloride,R02AA13
oxyquinoline,R02AA14
povidone-iodine,R02AA15
benzalkonium,R02AA16
cetrimonium,R02AA17
hexamidine,R02AA18
phenol,R02AA19
various,R02AA20
octenidine,R02AA21
drugs for obstructive airway diseases,R03
"adrenergics, inhalants",R03A
non-selective beta-adrenoreceptor agonists,R03AB
isoprenaline,R03AB02
orciprenaline,R03AB03
selective beta-2-adrenoreceptor agonists,R03AC
salbutamol,R03AC02
terbutaline,R03AC03
fenoterol,R03AC04
rimiterol,R03AC05
hexoprenaline,R03AC06
isoetarine,R03AC07
pirbuterol,R03AC08
tretoquinol,R03AC09
carbuterol,R03AC10
tulobuterol,R03AC11
salmeterol,R03AC12
formoterol,R03AC13
clenbuterol,R03AC14
reproterol,R03AC15
procaterol,R03AC16
bitolterol,R03AC17
indacaterol,R03AC18
olodaterol,R03AC19
combinations of adrenergics,R03AH
"adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",R03AK
epinephrine and other drugs for obstructive airway diseases,R03AK01
isoprenaline and other drugs for obstructive airway diseases,R03AK02
salbutamol and sodium cromoglicate,R03AK04
reproterol and sodium cromoglicate,R03AK05
salmeterol and fluticasone,R03AK06
formoterol and budesonide,R03AK07
formoterol and beclometasone,R03AK08
formoterol and mometasone,R03AK09
vilanterol and fluticasone furoate,R03AK10
formoterol and fluticasone,R03AK11
salmeterol and budesonide,R03AK12
salbutamol and beclometasone,R03AK13
indacaterol and mometasone,R03AK14
adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,R03AL
fenoterol and ipratropium bromide,R03AL01
salbutamol and ipratropium bromide,R03AL02
vilanterol and umeclidinium bromide,R03AL03
indacaterol and glycopyrronium bromide,R03AL04
formoterol and aclidinium bromide,R03AL05
olodaterol and tiotropium bromide,R03AL06
formoterol and glycopyrronium bromide,R03AL07
"vilanterol, umeclidinium bromide and fluticasone furoate",R03AL08
"formoterol, glycopyrronium bromide and beclometasone",R03AL09
formoterol and tiotropium bromide,R03AL10
"formoterol, glycopyrronium bromide and budesonide",R03AL11
"indacaterol, glycopyrronium bromide and mometasone",R03AL12
"other drugs for obstructive airway diseases, inhalants",R03B
glucocorticoids,R03BA
beclometasone,R03BA01
budesonide,R03BA02
flunisolide,R03BA03
betamethasone,R03BA04
fluticasone,R03BA05
triamcinolone,R03BA06
mometasone,R03BA07
ciclesonide,R03BA08
fluticasone furoate,R03BA09
anticholinergics,R03BB
ipratropium bromide,R03BB01
oxitropium bromide,R03BB02
stramoni preparations,R03BB03
tiotropium bromide,R03BB04
aclidinium bromide,R03BB05
glycopyrronium bromide,R03BB06
umeclidinium bromide,R03BB07
revefenacin,R03BB08
"tiotropium bromide, combinations",R03BB54
"antiallergic agents, excl. corticosteroids",R03BC
cromoglicic acid,R03BC01
nedocromil,R03BC03
"other drugs for obstructive airway diseases, inhalants",R03BX
fenspiride,R03BX01
adrenergics for systemic use,R03C
alpha- and beta-adrenoreceptor agonists,R03CA
ephedrine,R03CA02
non-selective beta-adrenoreceptor agonists,R03CB
isoprenaline,R03CB01
methoxyphenamine,R03CB02
orciprenaline,R03CB03
"isoprenaline, combinations",R03CB51
"orciprenaline, combinations",R03CB53
selective beta-2-adrenoreceptor agonists,R03CC
salbutamol,R03CC02
terbutaline,R03CC03
fenoterol,R03CC04
hexoprenaline,R03CC05
isoetarine,R03CC06
pirbuterol,R03CC07
procaterol,R03CC08
tretoquinol,R03CC09
carbuterol,R03CC10
tulobuterol,R03CC11
bambuterol,R03CC12
clenbuterol,R03CC13
reproterol,R03CC14
"terbutaline, combinations",R03CC53
clenbuterol and ambroxol,R03CC63
adrenergics and other drugs for obstructive airway diseases,R03CK
other systemic drugs for obstructive airway diseases,R03D
xanthines,R03DA
diprophylline,R03DA01
choline theophyllinate,R03DA02
proxyphylline,R03DA03
theophylline,R03DA04
aminophylline,R03DA05
etamiphylline,R03DA06
theobromine,R03DA07
bamifylline,R03DA08
acefylline piperazine,R03DA09
bufylline,R03DA10
doxofylline,R03DA11
mepyramine theophyllinacetate,R03DA12
combinations of xanthines,R03DA20
"diprophylline, combinations",R03DA51
"theophylline, combinations excl. psycholeptics",R03DA54
"aminophylline, combinations",R03DA55
"theobromine, combinations",R03DA57
"theophylline, combinations with psycholeptics",R03DA74
xanthines and adrenergics,R03DB
diprophylline and adrenergics,R03DB01
choline theophyllinate and adrenergics,R03DB02
proxyphylline and adrenergics,R03DB03
theophylline and adrenergics,R03DB04
aminophylline and adrenergics,R03DB05
etamiphylline and adrenergics,R03DB06
leukotriene receptor antagonists,R03DC
zafirlukast,R03DC01
pranlukast,R03DC02
montelukast,R03DC03
ibudilast,R03DC04
"montelukast, combinations",R03DC53
other systemic drugs for obstructive airway diseases,R03DX
amlexanox,R03DX01
eprozinol,R03DX02
fenspiride,R03DX03
omalizumab,R03DX05
seratrodast,R03DX06
roflumilast,R03DX07
reslizumab,R03DX08
mepolizumab,R03DX09
benralizumab,R03DX10
alpha- and beta-adrenoreceptor agonists,R03AA
epinephrine,R03AA01
cough and cold preparations,R05
"expectorants, excl. combinations with cough suppressants",R05C
expectorants,R05CA
tyloxapol,R05CA01
potassium iodide,R05CA02
guaifenesin,R05CA03
ipecacuanha,R05CA04
althea root,R05CA05
senega,R05CA06
antimony pentasulfide,R05CA07
creosote,R05CA08
guaiacolsulfonate,R05CA09
combinations,R05CA10
levoverbenone,R05CA11
hederae helicis folium,R05CA12
cineole,R05CA13
mucolytics,R05CB
acetylcysteine,R05CB01
bromhexine,R05CB02
carbocisteine,R05CB03
eprazinone,R05CB04
mesna,R05CB05
ambroxol,R05CB06
sobrerol,R05CB07
domiodol,R05CB08
letosteine,R05CB09
combinations,R05CB10
stepronin,R05CB11
dornase alfa (desoxyribonuclease),R05CB13
neltenexine,R05CB14
erdosteine,R05CB15
mannitol,R05CB16
"cough suppressants, excl. combinations with expectorants",R05D
opium alkaloids and derivatives,R05DA
ethylmorphine,R05DA01
hydrocodone,R05DA03
codeine,R05DA04
opium alkaloids with morphine,R05DA05
normethadone,R05DA06
noscapine,R05DA07
pholcodine,R05DA08
dextromethorphan,R05DA09
thebacon,R05DA10
dimemorfan,R05DA11
acetyldihydrocodeine,R05DA12
combinations,R05DA20
other cough suppressants,R05DB
benzonatate,R05DB01
benproperine,R05DB02
clobutinol,R05DB03
isoaminile,R05DB04
pentoxyverine,R05DB05
oxolamine,R05DB07
oxeladin,R05DB09
clofedanol,R05DB10
pipazetate,R05DB11
bibenzonium bromide,R05DB12
butamirate,R05DB13
fedrilate,R05DB14
zipeprol,R05DB15
dibunate,R05DB16
droxypropine,R05DB17
prenoxdiazine,R05DB18
dropropizine,R05DB19
combinations,R05DB20
cloperastine,R05DB21
meprotixol,R05DB22
piperidione,R05DB23
tipepidine,R05DB24
morclofone,R05DB25
nepinalone,R05DB26
levodropropizine,R05DB27
dimethoxanate,R05DB28
"cough suppressants and expectorants, combinations",R05F
opium derivatives and expectorants,R05FA
opium derivatives and mucolytics,R05FA01
opium derivatives and expectorants,R05FA02
other cough suppressants and expectorants,R05FB
cough suppressants and mucolytics,R05FB01
cough suppressants and expectorants,R05FB02
other cold preparations,R05X
antihistamines for systemic use,R06
antihistamines for systemic use,R06A
substituted alkylamines,R06AB
brompheniramine,R06AB01
dexchlorpheniramine,R06AB02
dimetindene,R06AB03
chlorphenamine,R06AB04
pheniramine,R06AB05
dexbrompheniramine,R06AB06
talastine,R06AB07
"brompheniramine, combinations",R06AB51
"dexchlorpheniramine, combinations",R06AB52
"chlorphenamine, combinations",R06AB54
"dexbrompheniramine, combinations",R06AB56
substituted ethylene diamines,R06AC
mepyramine,R06AC01
histapyrrodine,R06AC02
chloropyramine,R06AC03
tripelennamine,R06AC04
methapyrilene,R06AC05
thonzylamine,R06AC06
"histapyrrodine, combinations",R06AC52
"chloropyramine, combinations",R06AC53
phenothiazine derivatives,R06AD
alimemazine,R06AD01
promethazine,R06AD02
thiethylperazine,R06AD03
methdilazine,R06AD04
hydroxyethylpromethazine,R06AD05
thiazinam,R06AD06
mequitazine,R06AD07
oxomemazine,R06AD08
isothipendyl,R06AD09
"promethazine, combinations",R06AD52
"hydroxyethylpromethazine, combinations",R06AD55
piperazine derivatives,R06AE
buclizine,R06AE01
cyclizine,R06AE03
chlorcyclizine,R06AE04
meclozine,R06AE05
oxatomide,R06AE06
cetirizine,R06AE07
levocetirizine,R06AE09
"buclizine, combinations",R06AE51
"cyclizine, combinations",R06AE53
"meclozine, combinations",R06AE55
combinations of antihistamines,R06AK
other antihistamines for systemic use,R06AX
bamipine,R06AX01
cyproheptadine,R06AX02
thenalidine,R06AX03
phenindamine,R06AX04
antazoline,R06AX05
triprolidine,R06AX07
pyrrobutamine,R06AX08
azatadine,R06AX09
astemizole,R06AX11
terfenadine,R06AX12
loratadine,R06AX13
mebhydrolin,R06AX15
deptropine,R06AX16
ketotifen,R06AX17
acrivastine,R06AX18
azelastine,R06AX19
tritoqualine,R06AX21
ebastine,R06AX22
pimethixene,R06AX23
epinastine,R06AX24
mizolastine,R06AX25
fexofenadine,R06AX26
desloratadine,R06AX27
rupatadine,R06AX28
bilastine,R06AX29
quifenadine,R06AX31
sequifenadine,R06AX32
"thenalidine, combinations",R06AX53
"pyrrobutamine, combinations",R06AX58
aminoalkyl ethers,R06AA
bromazine,R06AA01
diphenhydramine,R06AA02
clemastine,R06AA04
chlorphenoxamine,R06AA06
diphenylpyraline,R06AA07
carbinoxamine,R06AA08
doxylamine,R06AA09
trimethobenzamide,R06AA10
"diphenhydramine, combinations",R06AA52
"clemastine, combinations",R06AA54
"chlorphenoxamine, combinations",R06AA56
"diphenylpyraline, combinations",R06AA57
"doxylamine, combinations",R06AA59
other respiratory system products,R07
other respiratory system products,R07A
respiratory stimulants,R07AB
doxapram,R07AB01
nikethamide,R07AB02
pentetrazol,R07AB03
etamivan,R07AB04
bemegride,R07AB05
prethcamide,R07AB06
almitrine,R07AB07
dimefline,R07AB08
mepixanox,R07AB09
"nikethamide, combinations",R07AB52
"pentetrazol, combinations",R07AB53
other respiratory system products,R07AX
nitric oxide,R07AX01
ivacaftor,R07AX02
ivacaftor and lumacaftor,R07AX30
ivacaftor and tezacaftor,R07AX31
"ivacaftor, tezacaftor and elexacaftor",R07AX32
lung surfactants,R07AA
colfosceril palmitate,R07AA01
natural phospholipids,R07AA02
combinations,R07AA30
sensory organs,S
ophthalmologicals,S01
antiinfectives,S01A
sulfonamides,S01AB
sulfamethizole,S01AB01
sulfafurazole,S01AB02
sulfadicramide,S01AB03
sulfacetamide,S01AB04
sulfafenazol,S01AB05
antivirals,S01AD
idoxuridine,S01AD01
trifluridine,S01AD02
aciclovir,S01AD03
interferon,S01AD05
vidarabine,S01AD06
famciclovir,S01AD07
fomivirsen,S01AD08
ganciclovir,S01AD09
fluoroquinolones,S01AE
ofloxacin,S01AE01
norfloxacin,S01AE02
ciprofloxacin,S01AE03
lomefloxacin,S01AE04
levofloxacin,S01AE05
gatifloxacin,S01AE06
moxifloxacin,S01AE07
besifloxacin,S01AE08
other antiinfectives,S01AX
mercury compounds,S01AX01
silver compounds,S01AX02
zinc compounds,S01AX03
nitrofural,S01AX04
bibrocathol,S01AX05
resorcinol,S01AX06
sodium borate,S01AX07
hexamidine,S01AX08
chlorhexidine,S01AX09
sodium propionate,S01AX10
dibrompropamidine,S01AX14
propamidine,S01AX15
picloxydine,S01AX16
povidone-iodine,S01AX18
antiinflammatory agents,S01B
"corticosteroids, plain",S01BA
dexamethasone,S01BA01
hydrocortisone,S01BA02
cortisone,S01BA03
prednisolone,S01BA04
triamcinolone,S01BA05
betamethasone,S01BA06
fluorometholone,S01BA07
medrysone,S01BA08
clobetasone,S01BA09
alclometasone,S01BA10
desonide,S01BA11
formocortal,S01BA12
rimexolone,S01BA13
loteprednol,S01BA14
fluocinolone acetonide,S01BA15
corticosteroids and mydriatics in combination,S01BB
hydrocortisone and mydriatics,S01BB01
prednisolone and mydriatics,S01BB02
fluorometholone and mydriatics,S01BB03
betamethasone and mydriatics,S01BB04
"antiinflammatory agents, non-steroids",S01BC
indometacin,S01BC01
oxyphenbutazone,S01BC02
diclofenac,S01BC03
flurbiprofen,S01BC04
ketorolac,S01BC05
piroxicam,S01BC06
bendazac,S01BC07
salicylic acid,S01BC08
pranoprofen,S01BC09
nepafenac,S01BC10
bromfenac,S01BC11
antiinflammatory agents and antiinfectives in combination,S01C
corticosteroids and antiinfectives in combination,S01CA
dexamethasone and antiinfectives,S01CA01
prednisolone and antiinfectives,S01CA02
hydrocortisone and antiinfectives,S01CA03
fluocortolone and antiinfectives,S01CA04
betamethasone and antiinfectives,S01CA05
fludrocortisone and antiinfectives,S01CA06
fluorometholone and antiinfectives,S01CA07
methylprednisolone and antiinfectives,S01CA08
chloroprednisone and antiinfectives,S01CA09
fluocinolone acetonide and antiinfectives,S01CA10
clobetasone and antiinfectives,S01CA11
corticosteroids/antiinfectives/mydriatics in combination,S01CB
dexamethasone,S01CB01
prednisolone,S01CB02
hydrocortisone,S01CB03
betamethasone,S01CB04
fluorometholone,S01CB05
"antiinflammatory agents, non-steroids and antiinfectives in combination",S01CC
diclofenac and antiinfectives,S01CC01
indometacin and antiinfectives,S01CC02
antiglaucoma preparations and miotics,S01E
sympathomimetics in glaucoma therapy,S01EA
epinephrine,S01EA01
dipivefrine,S01EA02
apraclonidine,S01EA03
clonidine,S01EA04
brimonidine,S01EA05
"epinephrine, combinations",S01EA51
parasympathomimetics,S01EB
pilocarpine,S01EB01
carbachol,S01EB02
ecothiopate,S01EB03
demecarium,S01EB04
physostigmine,S01EB05
neostigmine,S01EB06
fluostigmine,S01EB07
aceclidine,S01EB08
acetylcholine,S01EB09
paraoxon,S01EB10
"pilocarpine, combinations",S01EB51
"aceclidine, combinations",S01EB58
carbonic anhydrase inhibitors,S01EC
acetazolamide,S01EC01
diclofenamide,S01EC02
dorzolamide,S01EC03
brinzolamide,S01EC04
methazolamide,S01EC05
"brinzolamide, combinations",S01EC54
beta blocking agents,S01ED
timolol,S01ED01
betaxolol,S01ED02
levobunolol,S01ED03
metipranolol,S01ED04
carteolol,S01ED05
befunolol,S01ED06
"timolol, combinations",S01ED51
"betaxolol, combinations",S01ED52
"metipranolol, combinations",S01ED54
"carteolol, combinations",S01ED55
prostaglandin analogues,S01EE
latanoprost,S01EE01
unoprostone,S01EE02
bimatoprost,S01EE03
travoprost,S01EE04
tafluprost,S01EE05
latanoprostene bunod,S01EE06
latanoprost and netarsudil,S01EE51
other antiglaucoma preparations,S01EX
guanethidine,S01EX01
dapiprazole,S01EX02
netarsudil,S01EX05
omidenepag,S01EX06
mydriatics and cycloplegics,S01F
anticholinergics,S01FA
atropine,S01FA01
scopolamine,S01FA02
methylscopolamine,S01FA03
cyclopentolate,S01FA04
homatropine,S01FA05
tropicamide,S01FA06
